Flow_id,device,eth_Type,timeout,bord,nmbr_occ,permanent,priority,input,output,mac_src,mac_dst,ipv4_src,ipv4_dst,ip_proto,port_src,port_dst,flow_duration,total packets,total bytes,tot_forward_pkts,tot_backward_pkts,tot_forward_len_pkts,tot_backward_len_pkts,Pkts_len_mean,Flow Pkts/s,Flow Byts/s,Frd Flow PKts/s,Bwd Flow Pkts/s,Frd Flow Byts/s,Bwd Flow Byts/s,Frd_pkts_max_interval_2s,Frd_pkts_min_interval_2s,Frd_pkts_mean_interval_2s,Frd_pkts_std_interval_2s,Bwd_pkts_max_interval_2s,Bwd_pkts_min_interval_2s,Bwd_pkts_mean_interval_2s,Bwd_pkts_std_interval_2s,Frd_bytes_max_interval_2s,Frd_bytes_min_interval_2s,Frd_bytes_mean_interval_2s,Frd_bytes_std_interval_2s,Bwd_bytes_max_interval_2s,Bwd_bytes_min_interval_2s,Bwd_bytes_mean_interval_2s,Bwd_bytes_std_interval_2s,Idle_Max,Idle_Min,Idle_Mean,Idle_Std,Active_Max,Active_Min,Active_Mean,Active_Std,Total_packets_src,Total_bytes_src,Number_of_flows_src,Total_packets_dst,Total_bytes_dst,Number_of_flows_dst,timestamp
844428412259746,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35468,8080,4,8,1118,4,4,559,559,139.75,2.0,279.5,1.0,1.0,139.75,139.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,4000,4000,0,0,0,0,0,12.0,1699.0,3.0,12.0,1699.0,3.0,48045713
844426122923567,of:0000328dd09ba943,0x800,10,0,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35470,1,8,1153,4,4,559,594,144.125,8.0,1153.0,4.0,4.0,559.0,594.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,559.0,559.0,559.0,0.0,594.0,594.0,594.0,0.0,0,0,0,0,2000,2000,2000,0,12.0,1677.0,3.0,12.0,1677.0,3.0,48045713
844425431499393,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35466,8080,10,8,1105,4,4,546,559,138.125,0.8,110.5,0.4,0.4,54.6,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,10000,10000,0,0,0,0,0,12.0,1699.0,3.0,12.0,1699.0,3.0,48047713
844428412259746,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35468,8080,6,8,1118,4,4,559,559,139.75,1.34,186.34,0.67,0.67,93.17,93.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,6000,6000,0,0,0,0,0,12.0,1699.0,3.0,12.0,1699.0,3.0,48047713
844426122923567,of:0000328dd09ba943,0x800,10,1,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35470,3,8,1153,4,4,559,594,144.125,2.66,384.33000000000004,1.33,1.33,186.33,198.0,4.0,0.0,2.0,2.83,4.0,0.0,2.0,2.83,559.0,0.0,279.5,395.27,594.0,0.0,297.0,420.02,2000,2000,2000,0,2000,2000,2000,0,12.0,1677.0,3.0,12.0,1677.0,3.0,48047713
844425085591308,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8.0,1153.0,3.0,8.0,1153.0,3.0,48049790
844428412259746,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35468,8080,8,8,1118,4,4,559,559,139.75,1.0,139.76,0.5,0.5,69.88,69.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000,8000,8000,0,0,0,0,0,8.0,1153.0,3.0,8.0,1153.0,3.0,48049713
844426122923567,of:0000328dd09ba943,0x800,10,0,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35470,5,8,1153,4,4,559,594,144.125,1.6,230.6,0.8,0.8,111.8,118.8,4.0,0.0,1.33,2.31,4.0,0.0,1.33,2.31,559.0,0.0,186.33,322.74,594.0,0.0,198.0,342.95,4000,4000,4000,0,2000,2000,2000,0,8.0,1118.0,3.0,8.0,1118.0,3.0,48049713
844425085591308,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,1,6,2464,3,3,489,1975,410.6666666666667,6.0,2464.0,3.0,3.0,489.0,1975.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,489.0,489.0,489.0,0.0,1975.0,1975.0,1975.0,0.0,0,0,0,0,2000,2000,2000,0,7.0,1083.0,2.0,7.0,1083.0,2.0,48051713
844426122923567,of:0000328dd09ba943,0x800,10,1,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35470,7,8,1153,4,4,559,594,144.125,1.14,164.72,0.57,0.57,79.86,84.86,4.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,559.0,0.0,139.75,279.5,594.0,0.0,148.5,297.0,6000,6000,6000,0,2000,2000,2000,0,7.0,2534.0,2.0,7.0,2534.0,2.0,48051713
