Flow_ID,device,eth_Type,timeout,bord,permanent,priority,input,output,mac_src,mac_dst,ipv4_src,ipv4_dst,ip_proto,port_src,port_dst,flow_duration,tot_pkts,tot_bytes,timestamp
45880423835375915,of:0000000000000003,0x800,10,1,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,152,36240,45762496,12:17:47.207
45880424387047420,of:0000000000000003,0x800,10,1,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,532,133182,170851096,12:17:47.207
45880422808765777,of:0000000000000001,0x800,10,1,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,532,133191,170862850,12:17:47.198
45880423873995482,of:0000000000000001,0x800,10,1,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,152,36242,45765524,12:17:47.197
45880424569854520,of:0000000000000002,0x800,10,1,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,532,133184,170854124,12:17:47.154
45880424499753977,of:0000000000000002,0x800,10,1,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,152,36247,45773094,12:17:47.153
45880424764022713,of:00006a0c44499c45,0x800,10,0,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,534,133718,171534556,12:17:49.755
45880421670596078,of:00006a0c44499c45,0x800,10,0,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,155,36740,46399412,12:17:49.755
45880424253901671,of:00004e7de7353a40,0x800,10,0,False,10,3,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,534,133720,171537084,12:17:49.459
45880421291327728,of:00004e7de7353a40,0x800,10,0,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,154,36748,46407456,12:17:49.459
45880423835375915,of:0000000000000003,0x800,10,0,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,154,36601,46218142,12:17:49.207
45880424387047420,of:0000000000000003,0x800,10,0,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,534,133592,171373660,12:17:49.207
45880422808765777,of:0000000000000001,0x800,10,0,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,534,133601,171385414,12:17:49.198
45880423873995482,of:0000000000000001,0x800,10,0,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,154,36603,46221170,12:17:49.198
45880424569854520,of:0000000000000002,0x800,10,0,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,534,133594,171376688,12:17:49.153
45880424499753977,of:0000000000000002,0x800,10,0,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,154,36608,46228740,12:17:49.153
45880424764022713,of:00006a0c44499c45,0x800,10,1,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,536,134242,172219076,12:17:51.755
45880421670596078,of:00006a0c44499c45,0x800,10,1,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,157,37251,47055750,12:17:51.755
45880424253901671,of:00004e7de7353a40,0x800,10,1,False,10,3,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,536,134194,172154456,12:17:51.458
45880421291327728,of:00004e7de7353a40,0x800,10,1,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,156,37139,46918318,12:17:51.458
45880423835375915,of:0000000000000003,0x800,10,1,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,156,37109,46873978,12:17:51.207
45880424387047420,of:0000000000000003,0x800,10,1,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,536,134186,172144216,12:17:51.207
45880422808765777,of:0000000000000001,0x800,10,1,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,536,134195,172155970,12:17:51.196
45880423873995482,of:0000000000000001,0x800,10,1,False,10,3,6,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,156,37111,46877006,12:17:51.196
45880424569854520,of:0000000000000002,0x800,10,1,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,536,134188,172147244,12:17:51.155
45880424499753977,of:0000000000000002,0x800,10,1,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,156,37116,46884576,12:17:51.155
45880424764022713,of:00006a0c44499c45,0x800,10,0,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,538,134956,173189252,12:17:53.755
45880421670596078,of:00006a0c44499c45,0x800,10,0,False,10,5,1,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,159,37751,47695270,12:17:53.755
45880424253901671,of:00004e7de7353a40,0x800,10,0,False,10,3,1,E2:5E:3B:D8:71:73,08:00:27:CA:01:42,192.168.1.49/32,192.168.1.25/32,17,33573,5888,538,134760,172917444,12:17:53.458
45880421291327728,of:00004e7de7353a40,0x800,10,0,False,10,3,2,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,158,37653,47572338,12:17:53.458
45880423835375915,of:0000000000000003,0x800,10,0,False,10,2,3,E2:5E:3B:D8:71:73,08:00:27:02:34:4F,192.168.1.49/32,192.168.1.26/32,17,39991,5533,158,37648,47564768,12:17:53.206
